26.743428,27.571484
43.995810,43.856420
56.871961,57.33519
05.284944,05.59833
13.427940,14.312743
22.263213,22.770329
30.289220,31.852992
39.379579,39.11831
47.81632,48.43918
56.459466,56.762549
04.302052,05.264407
13.261881,13.343808
21.923888,22.788776
30.316821,30.547695
38.965898,39.198559
47.89368,47.808190
55.885813,56.25577
04.663914,05.410248
13.319481,13.122406
21.40796,22.479981
30.439805,31.355007
39.70599,39.308463
48.89436,48.966776
56.114062,57.179130
05.875045,06.586974
14.77503,14.63984
22.945826,23.565454
31.952829,32.151421
40.834347,41.328517
49.484492,49.604031
58.226778,58.630366
06.791580,07.261506
15.399978,16.34439
24.265043,24.469301
33.233241,33.455432
41.927562,42.272092
50.849086,50.121473
59.65279,59.562630
08.782788,08.623554
16.801073,17.833240
25.48364,25.513432
34.348464,34.901938
42.772065,43.198410
51.974248,52.246760
00.815277,00.34255
09.241616,09.228504
18.474932,18.389985
26.804002,27.337794
35.848322,36.735418
44.922564,44.142226
53.749568,53.960343
01.12346,02.294068
10.192932,11.569990
19.798219,20.17687
28.451934,28.348215
37.122443,37.133929
46.676289,46.368997
54.114965,55.482350
03.824338,03.895242
12.845351,12.806737
21.722507,21.638259
29.889618,30.532507
38.743026,39.863517
47.512624,47.127194
56.74070,56.912954
04.783099,05.456905
13.473810,14.962419
22.712329,22.38468
31.557719,31.783681
39.143537,40.333047
48.109115,48.454861
57.890179,57.415877
05.362511,06.290713
14.794180,15.979045
23.582620,23.649959
40.219460,41.804541
49.919025,49.393612
58.373684,58.137002
07.154021,07.879004
15.895399,16.537233
24.850141,24.594466
33.820684,33.215883
41.191266,42.309298
50.802647,50.903382
59.994396,59.732075
07.783514,08.331800
16.358383,17.6772
25.382834,25.823405
34.574143,34.13803
42.541919,43.758925
51.17847,51.961676
00.902049,00.780525
08.238906,09.307349
17.899580,18.261505
26.821757,27.332892
35.943151,35.390851
44.608001,44.178655
53.270805,53.533380
01.282781,02.429939
10.224059,10.641951
19.799505,19.159441
27.786796,28.60732
36.593478,37.883809
45.793736,45.623464
54.773612,54.502763
02.220458,03.478928
11.6170,12.413668
20.453374,20.637888
29.437700,29.716804
37.948730,38.630841
46.211759,47.412188
55.840241,55.193128
04.133685,04.528943
12.383722,13.400710
21.24093,22.812693
30.134568,30.224028
39.465577,39.840751
47.130410,48.727454
56.73810,57.221828
05.58102,05.217619
14.201078,14.400129
22.155922,23.440224
31.513256,31.356163
40.852415,40.949153
49.264113,49.863626
57.394737,58.514850
06.341059,07.978012
15.970896,15.749946
24.498164,24.875991
32.768880,33.19700
41.577250,41.326954
50.821283,50.577664
58.950274,59.87294
07.537571,08.982058
16.729683,16.931891
25.975505,25.836912
33.858199,34.362124
42.225651,43.457739
51.21547,51.934088
00.444442,00.654241
08.610636,09.683977
17.194968,18.722994
26.317990,26.269676
35.313675,35.951932
43.127851,44.467790
52.683841,52.8029
01.422988,01.945213
09.11015,10.624869
18.676902,18.848120
27.32397,27.771512
35.837634,36.920221
44.331695,45.116718
53.106483,53.772157
02.239272,02.43396
10.306033,11.652824
19.527437,19.540970
28.122902,28.713585
36.111274,37.646125
45.653985,46.758321
54.205207,54.856183
03.829758,03.9622
11.947193,12.292320
20.18822,21.239500
29.239865,29.744229
37.99765,38.992103
46.340058,47.8451
55.25321,55.363239
04.997665,04.905212
12.379235,13.306247
21.105093,22.332396
30.343778,30.85807
38.539670,39.188347
47.79826,48.107056
56.678570,56.696858
05.964883,05.933275
13.835278,14.765834
22.887427,23.439304
31.720720,31.589993
39.529056,40.857300
48.595499,49.756988
57.342039,57.766668
06.861334,06.943362
14.549187,15.113450
23.207250,23.749229
32.247641,32.506350
40.429596,41.633341
49.769217,49.744384
58.218902,58.302979
06.713896,07.182354
15.319545,16.475415
24.848752,24.873583
32.215738,33.276466
41.507654,42.166775
50.252149,50.681792
59.830438,59.680082
07.297520,08.942493
16.695389,16.935692
25.393462,25.439807
33.679772,34.69693
42.208540,42.881697
51.673992,51.777999
